                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.3604,                0.87455,                0.88528,                0.94617,                0.94175,                 0.9718,                0.55465,                 1.5241,                0.86857,                0.92998,               0.001802,               0.001802,               0.001802
                     13,                 1.3793,                0.84612,                0.91322,                0.94483,                 0.9977,                0.99252,                0.61402,                 1.3501,                0.83333,                 0.8955,              0.0017822,              0.0017822,              0.0017822
                     14,                  1.374,                0.85982,                0.90254,                0.97161,                0.99697,                0.99373,                0.59772,                 1.3983,                0.88582,                0.91235,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.4091,                0.82535,                0.90409,                0.97973,                0.93876,                0.96879,                0.58284,                 1.4392,                0.81728,                0.92578,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.4383,                0.78098,                0.92182,                0.97059,                0.96115,                0.99046,                0.55187,                 1.5341,                0.79749,                0.93792,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.3722,                0.80378,                0.89702,                 0.9805,                0.97624,                0.99348,                0.61996,                 1.3593,                0.76618,                0.90339,               0.001703,               0.001703,               0.001703
                     18,                 1.3711,                0.76906,                0.91824,                 0.9802,                0.96115,                 0.9889,                0.60941,                 1.3539,                0.69562,                0.89851,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.3388,                0.70895,                0.91305,                0.98022,                0.97087,                0.98768,                0.59515,                 1.3463,                0.71701,                0.90154,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.3498,                0.71603,                0.88629,                0.98748,                0.96117,                0.99319,                0.59251,                 1.3881,                0.72461,                0.91047,              0.0016436,              0.0016436,              0.0016436
                     21,                  1.332,                0.73737,                0.89644,                0.97935,                0.99029,                0.99402,                0.61163,                 1.3095,                0.67832,                0.88599,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.2987,                0.69268,                0.90446,                0.98793,                0.96117,                0.99199,                 0.6076,                 1.3304,                0.70233,                0.89211,               0.001604,               0.001604,               0.001604
                     23,                 1.3129,                0.68818,                0.90232,                0.99553,                0.96117,                0.99353,                0.62583,                 1.2752,                0.65476,                0.88376,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.2764,                0.68409,                0.89573,                0.98036,                0.96907,                0.99279,                0.63036,                  1.334,                0.67006,                0.89237,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.2884,                0.67635,                0.87321,                  0.983,                0.96117,                0.99017,                0.61942,                  1.351,                  0.692,                0.89144,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.3206,                0.66189,                0.90529,                0.98899,                0.96117,                0.98962,                0.62217,                 1.3477,                0.66032,                 0.9018,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.3455,                0.68537,                0.89981,                0.98812,                0.97087,                0.98939,                0.60273,                 1.3982,                0.65393,                0.91233,               0.001505,               0.001505,               0.001505
                     28,                 1.2824,                0.67441,                0.88229,                0.97866,                0.97087,                0.98248,                0.61401,                 1.3733,                0.67092,                0.89516,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.3041,                0.64576,                0.89345,                0.98057,                0.97987,                 0.9926,                0.59277,                 1.3873,                 0.6553,                0.90644,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.3569,                0.66539,                0.88832,                0.97112,                0.97943,                0.99191,                0.62783,                 1.3107,                0.71522,                0.89634,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.2716,                0.63435,                0.87676,                0.98023,                0.96253,                0.98896,                0.62462,                 1.3485,                0.72171,                0.90066,              0.0014258,              0.0014258,              0.0014258
                     32,                  1.278,                  0.643,                0.88586,                0.98925,                0.97087,                0.99303,                  0.617,                 1.3896,                 0.6194,                0.90764,               0.001406,               0.001406,               0.001406
                     33,                 1.2541,                0.62135,                 0.8867,                0.98903,                0.97087,                0.99238,                0.62858,                 1.3147,                0.64275,                 0.8953,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.2841,                0.60831,                0.90101,                0.98752,                0.97087,                0.99298,                 0.6472,                 1.2762,                0.60732,                0.89267,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.2725,                0.61379,                0.89979,                0.98763,                0.97087,                0.99393,                0.62395,                  1.337,                0.62808,                0.89272,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.3136,                0.61158,                0.88411,                0.99029,                0.99012,                0.99354,                0.60291,                 1.4433,                0.61322,                0.91282,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.2592,                  0.615,                0.88211,                0.99037,                0.99824,                0.99442,                0.63561,                 1.2997,                0.58822,                0.89159,               0.001307,               0.001307,               0.001307
                     38,                 1.3084,                0.61549,                0.89012,                0.99003,                0.98058,                0.99168,                0.62008,                 1.3204,                0.61659,                0.89421,              0.0012872,              0.0012872,              0.0012872
                     39,                  1.288,                0.60337,                0.90812,                 0.9714,                0.98936,                0.99323,                0.61809,                 1.3638,                0.59352,                0.89885,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2692,                0.59459,                0.88847,                0.99008,                0.96935,                0.99294,                0.64394,                 1.2966,                0.58379,                0.89085,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.2381,                0.59497,                0.88778,                 0.9696,                0.98058,                0.99083,                 0.6287,                 1.3611,                0.58725,                0.90019,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.2944,                0.58834,                0.88544,                0.98052,                0.97753,                0.99304,                0.64702,                 1.3147,                0.59026,                0.89802,               0.001208,               0.001208,               0.001208
                     43,                 1.2585,                0.56601,                0.89867,                0.98935,                0.98058,                0.99426,                 0.6569,                 1.3008,                0.57388,                0.89097,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2588,                0.57756,                0.89184,                0.98965,                0.98058,                0.99435,                0.64279,                  1.334,                0.59238,                0.89181,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2299,                0.56246,                0.88133,                0.98408,                0.98058,                0.99305,                0.64184,                 1.3371,                0.56326,                0.89649,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.2355,                0.57421,                0.87727,                0.98092,                0.99845,                0.98961,                0.63715,                 1.3043,                0.56592,                0.88945,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.2131,                0.57488,                0.88652,                0.97943,                0.99029,                0.99323,                0.64805,                 1.2928,                0.57043,                0.88476,               0.001109,               0.001109,               0.001109
                     48,                 1.1936,                0.56577,                0.87202,                0.98073,                0.98812,                0.99174,                0.63452,                 1.3512,                 0.5792,                0.89537,              0.0010892,              0.0010892,              0.0010892
                     49,                  1.211,                0.55234,                 0.8928,                0.98058,                0.98045,                0.99283,                0.64499,                 1.2913,                0.56443,                0.88722,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.2014,                0.54883,                0.88258,                0.97131,                  0.986,                0.99033,                0.66111,                 1.2526,                0.58495,                 0.8806,              0.0010496,              0.0010496,              0.0010496
                     51,                  1.221,                0.55501,                0.88399,                0.98886,                0.97087,                0.98802,                0.64024,                 1.3474,                 0.6083,                0.89403,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.2523,                0.59212,                0.87982,                0.98094,                0.99915,                0.98743,                0.62192,                 1.4061,                0.56236,                0.90433,                0.00101,                0.00101,                0.00101
                     53,                  1.214,                0.58114,                0.88652,                0.97993,                      1,                0.98858,                0.64437,                 1.3121,                0.53687,                0.89114,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.2126,                0.53524,                0.88199,                0.97143,                0.99051,                0.99115,                0.65846,                 1.3079,                0.54885,                0.88619,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.2348,                0.54964,                0.89869,                0.97828,                0.99029,                0.98592,                0.62769,                 1.3352,                0.56428,                0.88798,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.1925,                0.54244,                0.88016,                 0.9807,                0.98662,                0.98907,                0.63997,                 1.2809,                0.55922,                0.88353,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.2797,                 0.5531,                0.89646,                0.98076,                0.98959,                0.99383,                0.63221,                  1.322,                0.56814,                0.88891,               0.000911,               0.000911,               0.000911
                     58,                 1.1977,                0.54821,                0.87679,                0.98812,                0.98058,                0.99295,                0.64176,                  1.341,                 0.5664,                0.89236,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.2329,                0.56159,                0.89378,                0.99017,                0.97811,                 0.9932,                 0.6534,                 1.2903,                0.55975,                 0.8853,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.1955,                0.53446,                0.87193,                0.99009,                0.96958,                0.99197,                0.65466,                 1.2595,                0.54495,                0.88181,              0.0008516,              0.0008516,              0.0008516
                     61,                  1.236,                0.56842,                0.87071,                0.97847,                0.98058,                0.99114,                0.64422,                  1.301,                 0.5438,                0.88857,              0.0008318,              0.0008318,              0.0008318
                     62,                  1.176,                0.51548,                 0.8712,                0.98058,                0.98045,                 0.9906,                 0.6639,                 1.2296,                0.53766,                  0.879,               0.000812,               0.000812,               0.000812
                     63,                  1.141,                0.51552,                0.85927,                0.98542,                0.98058,                0.98684,                0.60746,                 1.3718,                0.55468,                0.89496,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.2022,                0.52839,                0.87754,                0.95274,                0.97873,                0.98027,                0.61398,                 1.3152,                 0.5775,                0.88692,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.2025,                0.53043,                0.86309,                0.98995,                0.95618,                0.98034,                0.57531,                 1.5211,                0.60927,                0.91914,              0.0007526,              0.0007526,              0.0007526
                     66,                  1.145,                0.50801,                0.86165,                0.98749,                0.98058,                0.99279,                0.63241,                 1.3063,                0.53401,                0.88421,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.1661,                0.53533,                0.87381,                0.97976,                0.98058,                0.99294,                 0.6608,                 1.2472,                0.52569,                0.87481,               0.000713,               0.000713,               0.000713
                     68,                 1.1498,                0.52767,                0.88955,                0.98038,                0.97002,                0.99139,                0.66484,                 1.2701,                0.56582,                0.87984,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.1452,                0.53294,                0.87057,                0.99009,                0.97004,                0.98754,                 0.6612,                 1.2688,                0.56305,                0.87975,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.1943,                0.53657,                0.89448,                0.99009,                0.96996,                0.98944,                0.64144,                 1.3072,                0.56318,                0.89017,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.1588,                0.51325,                0.85811,                0.99019,                0.98025,                 0.9908,                0.65997,                 1.2496,                0.51713,                0.87584,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.1541,                0.50152,                0.87422,                0.99018,                0.98058,                0.98815,                0.65817,                 1.2742,                0.53258,                0.87905,               0.000614,               0.000614,               0.000614
                     73,                 1.1185,                0.49618,                0.85913,                0.99019,                0.97969,                0.98565,                0.63237,                  1.352,                0.54325,                0.89005,              0.0005942,              0.0005942,              0.0005942
                     74,                  1.143,                0.51463,                0.84352,                0.99018,                0.97905,                0.99275,                0.65538,                 1.2661,                0.53043,                 0.8822,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.1754,                0.51364,                0.86545,                0.98896,                0.97087,                0.99294,                0.65475,                 1.2452,                0.52558,                0.87744,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.1809,                0.50305,                0.86992,                0.98877,                0.97087,                0.99133,                0.62594,                 1.3659,                0.53546,                0.89587,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.1616,                0.50122,                0.87577,                0.98875,                0.97087,                0.98967,                0.65866,                 1.2791,                0.52476,                0.88117,               0.000515,               0.000515,               0.000515
                     78,                  1.138,                0.49899,                 0.8632,                0.99019,                0.98017,                0.98538,                0.63294,                  1.347,                0.51919,                0.89197,              0.0004952,              0.0004952,              0.0004952
                     79,                  1.152,                 0.4949,                 0.8734,                0.98861,                0.97087,                0.98657,                0.65348,                 1.2759,                0.51852,                0.88139,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.1097,                0.50036,                0.86637,                0.98055,                0.97905,                0.98811,                0.63606,                 1.3403,                0.52638,                0.89068,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.1009,                0.48131,                0.85618,                0.99009,                0.96966,                0.99171,                0.65937,                 1.2764,                0.52097,                 0.8846,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.1165,                0.48371,                0.87015,                0.99009,                0.97034,                0.99367,                0.67202,                 1.2668,                0.53551,                0.88157,               0.000416,               0.000416,               0.000416
                     83,                 1.1538,                0.49931,                0.87123,                0.97961,                0.98058,                0.99214,                0.65154,                  1.298,                0.51782,                0.88428,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.1505,                0.48068,                0.86447,                0.98075,                0.98937,                0.99128,                0.64144,                  1.316,                0.51471,                0.88765,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.1094,                0.48139,                0.85814,                0.98075,                0.98911,                0.99343,                0.64654,                 1.2979,                0.52261,                0.88389,              0.0003566,              0.0003566,              0.0003566
                     86,                  1.111,                0.48489,                0.86394,                0.98075,                0.98918,                0.99372,                0.65289,                 1.3171,                0.50227,                0.88795,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.1076,                0.47029,                0.85414,                0.98074,                0.98899,                0.99343,                0.65829,                 1.2655,                0.49376,                0.88015,               0.000317,               0.000317,               0.000317
                     88,                 1.0899,                0.47508,                0.86395,                0.98025,                0.98058,                0.99363,                0.65098,                 1.2988,                0.50418,                0.88485,              0.0002972,              0.0002972,              0.0002972
                     89,                  1.081,                0.45955,                0.85587,                0.98058,                0.98034,                0.99353,                0.64935,                 1.3126,                0.50322,                0.88767,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.0765,                0.47013,                0.84932,                0.98056,                0.97965,                0.99282,                 0.6498,                 1.2943,                0.50191,                0.88488,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.1364,                0.48879,                0.87119,                0.98058,                0.98032,                0.99203,                0.65374,                 1.2178,                0.50291,                0.87144,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.0615,                0.47469,                0.85428,                0.97948,                0.98058,                0.99246,                0.64882,                 1.2208,                0.49694,                0.87152,               0.000218,               0.000218,               0.000218
                     93,                 1.0709,                0.45438,                0.87863,                0.97917,                0.98058,                0.99284,                0.64734,                 1.2278,                0.49127,                0.87353,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.0653,                0.45534,                0.87488,                0.98048,                0.97522,                0.99315,                0.65395,                 1.2381,                0.50471,                0.87713,              0.0001784,              0.0001784,              0.0001784
                     95,                  1.049,                0.45213,                0.86231,                0.97925,                0.97087,                0.99325,                 0.6513,                 1.2351,                0.51384,                0.88024,              0.0001586,              0.0001586,              0.0001586
                     96,                  1.047,                0.44243,                0.87357,                0.97943,                0.97087,                0.99274,                0.65434,                 1.2331,                0.50435,                0.87914,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.0455,                0.44884,                0.86113,                0.97951,                0.97087,                0.99283,                 0.6609,                 1.2351,                0.50284,                0.87752,               0.000119,               0.000119,               0.000119
                     98,                 1.0679,                0.45451,                0.87477,                0.98056,                0.97952,                0.99333,                0.65481,                 1.2489,                0.50075,                0.87917,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                   1.06,                0.44667,                0.86653,                0.98057,                0.97991,                0.99333,                0.64893,                 1.2589,                0.49349,                0.88168,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.0838,                0.43826,                0.87315,                0.98057,                 0.9801,                0.99304,                0.65714,                 1.2476,                0.49196,                0.87923,               5.96e-05,               5.96e-05,               5.96e-05
